FirstIverson reversed values 0-5;1761;6565;14277;25011;38359;54284;79918;109903;138409;171238;204874;243432;283834;351964;387053;441704;506914;558959;628080;700746;788271;862371;980481;1016000;1087508;1200653;1279834;1389822;1483919;1574635;1707402;1790503;1910752;2046264;2159121;2281666;2420711;2548483;2693693;2886695;2956701
FirstIverson values 0-4000;9581;34383;55587;82193;114346;155258;197809;249497;306227;369169;436672;515634;596428;678214;785675;891673;988270;1085434;1204053;1332591;1453537;1602086;1732722;1888672;2097990;2218879;2377431;2528804;2719554;2913706;3162738;3336565;3529381;3756413;3980010;4182157;4446539;4724527;4960701;5215179;5572982
FirstIverson sorted values 0-4000;1735;6610;14163;24862;38027;54166;73069;95247;119212;148439;177846;210361;247189;290959;333246;378165;428011;469264;522876;580672;638294;695540;776016;834648;914164;972609;1054183;1135348;1208271;1289809;1420948;1475376;1564262;1658737;1762477;1872215;1985305;2069293;2187863;2290680;2403717
FirstIverson almost sorted values 0-4000;1793;6568;14232;24742;38266;54790;73215;95269;119601;147822;178154;210333;249458;286633;328459;378274;429553;472163;524628;579232;641736;718858;765199;833711;905668;981040;1050557;1132620;1225362;1302854;1411429;1501793;1570108;1666416;1763173;1886209;1977260;2108468;2187688;2311765;2437402
FirstIverson reversed values 0-4000;3334;10390;21004;34943;52310;99871;105235;134688;188699;196431;232796;274783;322282;405634;443020;501838;554576;616029;688250;747138;817601;905365;984947;1079628;1153388;1303299;1570381;1494962;1778894;1660876;1762607;1937990;2251230;2188792;2326821;2399271;2622945;2712064;2780033;3035896;3171003
HeapSort values 0-5;3068;6189;10151;14196;17241;21787;24867;29216;34483;38539;42143;46921;54737;57983;62496;67882;74628;76532;80721;85169;88658;89541;93211;97868;102356;108090;110863;114774;119290;123155;131729;138402;144794;149470;154544;154124;158523;162225;167524;171696;176614
HeapSort sorted values 0-5;301;600;900;1200;1502;1800;2784;4812;6874;8772;10873;13588;16877;22364;27385;31440;35982;40702;45739;50729;56410;59871;64278;69978;73860;79453;83294;89642;92950;98931;102796;106133;111160;115371;121277;120438;129352;134805;137276;141439;146071
HeapSort almost sorted values 0-5;307;602;902;1375;1658;1805;2633;5175;7123;8869;11718;14051;17332;22520;26837;31519;36139;41140;45567;50916;55472;60094;67206;69274;74854;78779;83425;88370;93342;97592;101647;106228;112079;120212;125504;126770;131821;136545;141139;145483;150515
HeapSort reversed values 0-5;300;643;900;1200;1500;1806;3598;7337;11439;15872;15679;16608;16585;22056;29672;36338;44416;45759;46077;46221;52246;61046;67529;71268;76182;78001;81021;90295;99881;106446;106984;107353;108376;109438;120110;128570;135168;141405;146968;146859;148029
HeapSort values 0-4000;3340;7628;12198;17118;22313;27275;32434;39303;43475;49262;55505;60782;67364;72149;79261;84054;90331;95361;102714;112773;124619;123351;129260;133362;146520;145956;151738;157426;164047;172613;178353;182908;189308;200022;208456;213329;217910;222376;230009;240841;251837
HeapSort sorted values 0-4000;2789;6653;10841;15438;20229;24787;30079;34764;40282;44866;49865;55236;60306;65900;70679;75173;81224;86222;90736;97410;102029;106175;110830;116396;121896;126364;132026;137410;142052;144230;149962;154572;159452;164132;179813;194493;205380;189555;192192;194378;200922
HeapSort almost sorted values 0-4000;2820;6460;10613;15045;19726;24074;29146;34249;40202;42280;46590;52350;56623;61749;66023;71052;75678;81508;84811;91379;94860;99128;104061;108777;119082;124033;128982;134565;140330;144175;149536;154687;160014;165114;165850;166775;170598;176948;188901;231994;243740
HeapSort reversed values 0-4000;1738;4058;6737;9780;12826;17625;22145;25388;30936;39791;54007;52160;66014;60305;69039;71879;74248;79337;86668;90627;96606;96629;100184;100224;103918;108317;115804;120822;126726;132184;135679;142621;139211;149515;157952;160455;169450;170574;175674;180241;185796
InsertionSort values 0-5;1579;5103;10469;16327;24657;35220;45794;58633;77694;100317;113590;128544;150464;173785;200686;226341;253009;283255;316671;348293;383546;421750;458389;500779;548619;599395;646059;693132;747944;776239;827201;880999;937143;1006206;1058213;1113872;1171339;1242726;1299782;1368952;1433390
InsertionSort sorted values 0-5;1;100;200;228;301;400;498;500;600;698;701;800;951;991;1000;1100;1169;1200;1300;1468;1400;1541;1600;1600;1794;1966;1941;1979;2077;2100;2102;2201;2375;2303;2402;2590;2606;2657;2793;2788;2802
InsertionSort almost sorted values 0-5;6;108;208;294;422;440;545;588;686;795;841;940;1049;1141;1376;1314;1399;1488;1581;1777;1868;1920;1945;2108;2298;2273;2385;2560;2561;2724;2743;2901;2922;3094;3177;3265;3438;3549;3629;3655;3798
InsertionSort reversed values 0-5;11;326;246;405;393;400;5621;33039;61425;92965;118106;149838;177775;210746;275427;325629;379384;435707;490788;548863;622345;705342;785790;872531;953217;1030683;1143166;1248888;1339591;1446643;1550822;1661892;1774993;1881984;2035515;2175968;2300964;2434771;2596481;2731177;2852042
InsertionSort values 0-4000;1652;5186;11187;18530;28310;39881;53796;69463;88436;106537;129467;152552;179151;205238;235365;269137;302082;346972;380119;424233;463753;501780;547327;603376;647813;696947;756933;820785;866682;933712;993702;1064419;1125260;1224721;1272425;1335591;1447397;1490338;1568151;1664942;1733897
InsertionSort sorted values 0-4000;0;100;204;220;300;445;469;500;600;700;702;800;900;988;1077;1100;1214;1200;1300;1400;1411;1501;1600;1619;1700;1940;2006;1983;2000;2210;2671;2500;2554;2388;2564;2500;2616;2603;2700;2974;2805
InsertionSort almost sorted values 0-4000;5;107;207;275;330;437;535;630;670;769;820;925;1029;1123;1179;1352;1390;1448;1546;1675;1805;2024;2013;2123;2181;2377;2400;2495;2668;2716;2811;2983;3020;3111;3284;3298;3388;3625;3667;3834;3865
InsertionSort reversed values 0-4000;2523;8806;19695;33915;52625;75705;102054;132777;170079;206279;249210;296654;347698;402280;460855;524188;598824;681146;762099;835854;903246;1004945;1093997;1177903;1306140;1380607;1489874;1602396;1715496;1844563;2004360;2121080;2241736;2364192;2499060;2650896;2822757;2935536;3093225;3289122;3448164
MergeSort values 0-5;4215;8746;12048;15842;20187;24610;31121;32994;36522;41369;48041;50104;54731;59413;64398;68295;72288;75863;80349;86344;90561;95680;100176;105400;114708;111915;119144;123939;129143;132909;137801;147787;145142;146557;149238;158630;163984;169665;174562;177241;180863
MergeSort sorted values 0-5;2271;4979;7759;10173;14047;15938;18558;21738;23624;27352;30060;33945;35945;38382;42518;45765;47629;49349;73518;55191;61487;61416;64585;68778;71544;73368;75082;78472;83562;85946;90177;92261;95369;100371;102637;104980;106943;111136;112763;116993;121819
MergeSort almost sorted values 0-5;2284;4905;7541;10434;13009;15923;18396;21443;23879;26848;29757;35778;35750;37747;41723;45238;47470;50043;56246;60705;60133;63119;65349;72575;74116;75834;78254;82675;84844;89774;89575;93581;96580;100594;102951;103682;107304;111599;113992;120090;120601
MergeSort reversed values 0-5;2233;4890;7649;10660;12793;16063;19253;21620;24438;27728;30079;35176;36811;39105;43106;46753;48677;50237;54194;57020;60430;66736;64945;73812;74122;76248;77947;81901;85895;88954;89877;95103;95369;97862;101192;104186;105867;109405;112461;116525;119007
MergeSort values 0-4000;4175;9483;14689;20248;26622;32417;38477;43734;52427;55963;64345;66369;73201;81523;90113;94753;102030;107712;114347;120850;127582;147619;141847;147683;155172;162116;169263;177995;181715;189029;194820;200418;206756;215294;220005;226012;234480;242382;254064;255284;259298
MergeSort sorted values 0-4000;2203;4701;7425;10009;12931;16070;18198;22307;23960;26868;29786;33561;37745;38625;42387;45728;48288;49731;54258;56209;59276;63038;63737;68788;72774;74946;76401;80314;84683;89135;89943;94449;96940;99513;104177;103649;107604;113313;113522;119899;119576
MergeSort almost sorted values 0-4000;2296;4898;7591;10493;12953;16326;18384;22154;24060;27168;30106;33666;35950;39152;42639;45324;47918;49797;53462;56976;59858;62490;64896;69706;74888;74805;77999;80223;84716;90921;89988;94428;97194;99161;110010;105136;107271;111246;113725;117920;119641
MergeSort reversed values 0-4000;2799;5689;8811;12072;14862;18584;21546;24877;28213;30904;34174;37675;41948;46436;47755;53298;55210;58104;60907;63803;68139;71452;76675;78354;82483;85565;88743;94164;95752;101727;101712;105703;107538;111885;114484;116260;121675;124510;131047;133895;133963
QuickSort values 0-5;2340;6802;14206;23074;34356;50572;63610;82451;103639;127804;151165;177568;206555;235766;275025;310506;345427;387571;440834;505018;537729;619082;625728;680499;731422;811364;854517;909414;975460;1057427;1123126;1181250;1293905;1356965;1442796;1510275;1624318;1711341;1752394;1924845;1974631
QuickSort sorted values 0-5;8365;33501;75367;133624;207751;303276;390185;406768;435449;477050;541387;618146;708054;785105;800719;831450;878505;942418;1021264;1125847;1183557;1199510;1246535;1293005;1365615;1434056;1543845;1591436;1591797;1634008;1699634;1791154;1851537;1948599;1968523;2000871;2064450;2100768;2156998;2261360;2380728
QuickSort almost sorted values 0-5;8177;32347;71624;122451;187847;263787;344920;377596;425807;492981;568820;665085;774105;885617;950687;1055549;1139942;1263094;1390965;1545454;1683182;1793020;1914207;1980831;2154364;2210837;2346378;2438579;2544883;2560214;2698394;2871380;2988959;3075668;2857888;2845241;2975728;3011420;2939623;2845254;2934089
QuickSort reversed values 0-5;8302;33441;75539;133806;209827;300693;401529;495514;595782;725434;868476;1027507;1200951;1397290;1600129;1827706;2105484;2331649;2611119;2921241;3178879;3471573;3799621;4123677;4482604;4804151;5217290;5580209;6008446;6409684;6876821;7302409;7829702;8296025;8793891;9280656;9808567;10355217;10865302;11443152;12052643
QuickSort values 0-4000;2173;5103;8215;11948;14864;18478;24077;25829;29370;33711;36875;41713;45003;48719;53581;56412;61932;64781;68695;74602;76916;81467;84971;89428;93910;97271;101727;105403;110151;113822;123684;126115;128636;131161;134326;139141;145427;153279;152851;157473;162219
QuickSort sorted values 0-4000;4987;19878;44382;78898;123898;178058;241993;315160;401588;490395;595326;706594;832087;964186;1109287;1252905;1419780;1601951;1782970;1962210;2172013;2373619;2606924;2831874;3066477;3305373;3573166;3836188;4136505;4403139;4724311;5028281;5351623;5651879;5991879;6357637;6707916;7084461;7454903;7843797;8230990
QuickSort almost sorted values 0-4000;5371;21038;47179;83907;131282;189188;258534;340581;427982;526477;643176;771381;900749;1034712;1196501;1358368;1556811;1739213;1937466;2128248;2308702;2543656;2766684;2981562;3190505;3389264;3630069;3901293;4121958;4354149;4577421;4865131;5098099;5352287;5648092;5937347;6203849;6452111;6691040;6867754;6983134
QuickSort reversed values 0-4000;9911;31697;68379;119474;185179;264320;355827;456536;576283;710961;859532;1038420;1205319;1387915;1601005;1820344;2063301;2321237;2578736;2847223;3127574;3441812;3775302;4106472;4455632;4804480;5179586;5588691;5995038;6406462;6861117;7509755;8629173;8445777;8810268;9290651;9811081;10360167;11006371;11486020;12017996
RadixSort values 0-5;2680;3489;4670;5181;5813;7050;8630;8807;9440;9826;10562;11471;12222;13540;13657;14948;15497;16232;16341;18076;19113;19421;19856;20901;22967;22643;50962;55046;57162;58929;60230;62726;64147;66157;69283;69916;71668;48951;32610;34886;33751
RadixSort sorted values 0-5;2488;3293;4419;5246;5922;6905;8099;8996;9495;10448;11212;11896;12106;14140;13656;16005;16213;16927;19036;19015;20035;20324;21824;21552;24095;47631;48686;50827;52844;54394;56215;57803;59217;64516;64341;65153;66304;71360;70427;73983;73734
RadixSort almost sorted values 0-5;3017;4803;6820;8810;10415;11991;13767;15514;17190;19146;20466;22150;24226;26740;27495;29337;30872;32810;35500;36751;37962;40545;41834;43170;45303;47726;48745;51161;53516;54599;59263;58847;59610;61680;64543;69303;67042;68738;70337;73212;74079
RadixSort reversed values 0-5;3155;4724;6619;8295;9987;12110;13808;15468;16975;18944;20781;22119;23734;26520;27447;29025;30998;32527;37543;37577;39180;40008;41593;43486;45082;47063;48681;50621;52554;54549;55600;57660;59478;61297;64160;65958;66660;68649;76573;79937;79208
RadixSort values 0-4000;3727;5917;8102;10892;5753;6476;6874;7805;8527;9267;9727;10387;11391;11865;12365;13403;13643;14157;15166;15997;17002;16796;17376;17838;20153;20140;21594;21859;21851;23324;24241;24439;24381;25678;26634;26396;27776;28105;28426;29866;30160
RadixSort sorted values 0-4000;2674;3760;4565;5266;5777;6699;7580;8164;11333;22494;24114;26055;28114;30538;32477;33972;36075;38204;41598;42423;44597;46254;48417;50438;46360;22169;22424;22849;23672;25401;25548;25664;26424;27624;28983;28938;31718;30531;30674;32820;34380
RadixSort almost sorted values 0-4000;2655;3618;4603;5643;5706;6564;7325;8140;8841;9603;10244;11331;11610;12726;13395;14107;15019;15455;15955;17179;18095;18154;19852;20617;21363;21655;22286;23771;23689;25053;25696;25401;27142;26731;29042;29637;30001;30836;30369;33901;32463
RadixSort reversed values 0-4000;2757;3457;4433;5197;5748;6633;7300;7953;8825;9701;10697;11157;13680;12725;13308;14191;14732;15340;15654;17349;18004;18261;20923;20417;21333;21514;22659;23342;24441;25384;25009;26401;26677;26901;29637;28480;30408;31035;30554;76251;85510
SecondIverson values 0-5;7898;22520;44585;73294;108450;150460;200018;257953;321420;387397;468565;556008;641748;746983;854775;945074;1074303;1195526;1328211;1460697;1722849;1862558;2384679;2087400;2242679;2429438;2629416;2847305;3020876;3248724;3448855;3642290;3887631;4149075;4363083;4613230;4871113;5148928;5473410;5703668;5950308
SecondIverson sorted values 0-5;0;100;101;200;300;378;400;427;500;584;677;698;776;801;877;975;1022;1074;1121;1144;1268;1258;1303;1376;1400;1455;1500;1600;1731;1700;1702;1801;1851;1978;1999;2001;2179;2109;2198;2244;2384
SecondIverson almost sorted values 0-5;6;169;143;269;390;442;574;993;1986;3423;4100;4102;4545;8916;25167;29710;45265;69301;73324;87918;89275;104608;125137;180032;210298;297374;363054;433610;478983;573195;602047;633769;729300;859802;1087150;1217861;1268157;1375507;1607161;1857195;2070914
SecondIverson reversed values 0-5;1;100;101;200;300;376;112795;204991;255721;303372;354188;406576;458082;650401;773693;873328;975747;1076525;1176114;1307122;1559252;1739481;1894614;2028696;2194072;2308462;2489408;2811830;2993342;3250641;3416399;3621586;3831109;4060261;4562377;4668444;4942816;5191099;5429149;5698476;5966245
SecondIverson values 0-4000;8728;27553;52594;88090;127678;177059;234415;314123;370733;455637;539046;640487;746332;853270;993722;1101592;1241780;1390902;1552245;1698947;1888139;2045472;2240611;2430912;2656611;2824922;3070104;3259351;3504813;3767987;4021845;4293205;4527103;4837515;5111796;5410621;5701151;6016351;6328540;6697522;6998589
SecondIverson sorted values 0-4000;0;100;100;200;371;300;400;481;500;581;681;701;773;823;895;968;1159;1125;1098;1150;1200;1200;1380;1305;1400;1462;1500;1600;1675;1700;1701;1800;1927;1900;1997;2001;2183;2164;2476;2231;2381
SecondIverson almost sorted values 0-4000;6;108;134;444;1134;3361;4234;6054;6830;7592;11436;19686;23895;29908;32472;49687;53991;65916;71122;121713;142324;151978;202008;249234;320147;412500;480518;510446;605679;707623;815067;877154;1001297;1105062;1214290;1326995;1437133;1577847;1847494;2110952;2355084
SecondIverson reversed values 0-4000;4530;16355;36119;64108;98325;141266;191729;248243;318922;388759;466715;544226;645991;735038;845713;982712;1114017;1237598;1377200;1509088;1684434;1848915;2017542;2195263;2350790;2570920;2760181;2964729;3187892;3384021;3609325;3840731;4090143;4358119;4616532;4870540;5149153;5426397;5711907;6018717;6322314
SelectionSort values 0-5;3077;10358;20031;34187;55257;88177;98281;123660;158121;189111;225382;265893;314833;364367;404331;458978;517428;572076;659763;710222;794171;846800;997883;1084087;1062566;1156876;1235588;1328081;1435379;1570641;1637952;1751844;1836979;1961618;2071423;2291415;2368977;2417639;2577220;2722312;2829316
SelectionSort sorted values 0-5;2009;7608;16293;29406;43720;61992;84067;109403;136702;169600;203107;240859;282498;330527;375195;431857;495675;549928;614757;679053;744617;802877;880447;964904;1036709;1122032;1208818;1323645;1409833;1492264;1589987;1710914;1823276;1910901;2021970;2285264;2294845;2382828;2517486;2656079;2772471
SelectionSort almost sorted values 0-5;2140;7760;16862;29984;45157;63349;86093;111670;138306;169443;203500;242134;283264;330000;381603;431441;490018;539311;608038;666186;755265;820575;898903;975330;1045218;1120326;1292934;1306725;1432440;1531951;1594197;1708080;1813513;1915665;2061605;2148995;2273453;2388716;2534260;2677091;2784284
SelectionSort reversed values 0-5;2146;8016;16361;28238;43771;61942;84313;110029;146026;175516;212240;246701;289413;346028;394617;449697;502985;562399;628865;688816;746051;829272;917399;995128;1079005;1164775;1291086;1400771;1422291;1527492;1625801;1729615;1840884;1950487;2068154;2179891;2313518;2445784;2585952;2709922;2826106
SelectionSort values 0-4000;4466;12961;25054;41285;60783;82778;109535;138650;177024;215359;248353;289870;337111;384545;445768;501489;566920;617623;704632;751073;829368;900569;981345;1060614;1147688;1251092;1333771;1430419;1533338;1636542;1738557;1845809;1953082;2071117;2197726;2349956;2452288;2722573;2693529;2852389;3032946
SelectionSort sorted values 0-4000;2300;8771;18426;31398;48313;69213;93410;121188;158666;181718;225700;276549;320710;361056;421370;512218;594341;581375;633172;695385;807327;825934;929527;1002628;1304789;1289693;1230241;1296140;1393104;1489042;1594209;1700903;1820559;1923237;2038942;2147968;2272013;2409699;2502297;2657145;2794335
SelectionSort almost sorted values 0-4000;2035;7602;16329;28756;43621;62157;86683;118194;144076;185777;226678;248600;283106;327174;382068;434508;494830;543057;603782;671177;735958;804320;904436;956920;1038913;1132934;1208867;1303660;1399530;1493920;1596955;1703791;1852137;1956987;2023898;2147657;2256619;2384467;2510797;2651816;2791228
SelectionSort reversed values 0-4000;5545;19811;29069;47005;67972;93653;122825;155749;194865;237641;278618;326971;378785;437807;495833;563126;629189;704946;785883;861073;950064;1053928;1129363;1229461;1327299;1420599;1568837;1655171;1758253;1895869;2026980;2166188;2265779;2407359;2543000;2683282;2842318;3029710;3155217;3313499;3493015
ShellSortCiura values 0-5;1507;3241;4949;6968;8616;10517;12634;14542;16550;18637;20905;23922;24304;26845;27820;29669;33529;35114;37021;40338;41908;44469;45363;48691;49563;51748;54175;55516;57933;62643;61863;66489;68146;69696;70320;72677;74572;78011;78044;82213;82143
ShellSortCiura sorted values 0-5;356;900;1376;1500;1924;2400;2900;3442;3800;4369;4784;5371;5934;6770;7094;7572;8246;8671;9357;9773;10384;10982;11424;14273;12553;13122;14133;14235;14875;15301;16312;16583;16889;17657;18424;19541;19743;20310;21008;21398;22039
ShellSortCiura almost sorted values 0-5;372;687;1122;1501;1935;2416;3029;3582;3867;4415;4823;7484;5885;6633;8764;7709;8544;8609;9154;9673;10580;10813;11790;12049;14454;16953;14746;14710;15492;16966;17993;16397;18017;18174;19073;21515;19350;20017;20973;21157;21866
ShellSortCiura reversed values 0-5;289;601;1108;1610;1900;2525;3098;3546;4148;5747;6037;5755;6341;6930;9144;8123;8730;9176;9923;10643;11507;12416;13467;13239;13802;16003;16143;16013;18783;17845;18143;20923;22101;22924;20566;21250;21635;22208;23259;23782;24736
ShellSortCiura values 0-4000;2276;5718;9565;13319;18060;23942;27267;30714;35816;40729;44762;49343;54140;59771;64382;70668;74785;81333;86615;91855;97707;100791;106674;110453;116706;120159;126226;130804;136361;142036;170955;154196;162971;168158;177601;181381;180453;185276;193611;200789;207938
ShellSortCiura sorted values 0-4000;300;600;1098;1500;1967;2597;2900;3385;4055;4506;4935;5300;6006;6694;7109;7600;8158;8744;9288;10059;10338;10946;11439;12019;12548;15212;13462;14152;14383;15148;15581;16001;16907;17328;18827;18458;18978;19895;20301;20849;21598
ShellSortCiura almost sorted values 0-4000;313;634;1064;1539;2057;2615;4322;3730;4240;4730;5297;6148;6590;7393;8059;10016;10896;10450;11253;11720;12325;12965;16230;21464;15899;16409;19309;17800;19494;19425;22587;22568;21661;24879;23430;24354;27546;26447;26505;27779;28127
